id,current_age,retirement_age,gender,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
848,51,69,Male,33529.00,68362.00,96182.00,711,2
1044,30,60,Male,22388.00,45649.00,150985.00,693,1
1112,34,66,Female,14665.00,29897.00,27736.00,760,6
802,35,67,Female,29367.00,59872.00,95927.00,752,4
859,51,72,Male,15955.00,32531.00,78193.00,631,4
441,41,64,Female,22613.00,46108.00,64994.00,635,1
879,54,66,Male,11140.00,22714.00,27227.00,702,3
1437,77,65,Female,19640.00,44807.00,13730.00,751,4
1413,39,65,Female,15285.00,31170.00,33165.00,685,5
1710,33,69,Female,19635.00,40029.00,0.00,787,3
1037,38,67,Male,24992.00,50957.00,73187.00,653,2
966,26,69,Female,11763.00,23987.00,39071.00,630,1
107,50,70,Male,13123.00,26758.00,41064.00,734,5
1247,69,71,Female,21654.00,44152.00,90526.00,700,5
700,21,68,Female,91487.00,186534.00,233746.00,590,1
1363,18,66,Male,24121.00,49185.00,92484.00,690,2
10,30,66,Male,28871.00,58865.00,94134.00,727,2
1725,49,66,Female,20917.00,42652.00,133935.00,729,6
1145,43,65,Female,36825.00,75080.00,35268.00,747,3
864,56,69,Female,19198.00,39146.00,72957.00,766,3
1357,75,65,Female,16941.00,11410.00,0.00,812,7
1344,61,65,Male,22974.00,46843.00,66529.00,736,2
1252,23,70,Female,25900.00,52815.00,77064.00,658,2
935,18,71,Female,15701.00,32014.00,61420.00,728,3
1748,44,71,Female,26808.00,54659.00,73363.00,628,1
1123,44,66,Male,13683.00,27896.00,42046.00,710,3
546,51,68,Male,25111.00,51196.00,26617.00,681,3
430,52,67,Female,26168.00,53350.00,128676.00,685,5
61,44,65,Female,45812.00,93406.00,151935.00,801,3
1621,66,69,Male,36323.00,74059.00,144396.00,744,4
413,21,70,Male,25025.00,51028.00,105239.00,660,2
269,21,69,Female,19000.00,38739.00,0.00,689,3
37,41,60,Female,17013.00,34690.00,48954.00,683,4
1793,37,63,Male,14367.00,29297.00,36303.00,825,4
1846,82,64,Male,14191.00,33356.00,938.00,566,4
116,31,68,Male,32973.00,67230.00,45269.00,685,2
752,65,64,Female,27376.00,64829.00,15537.00,664,3
1185,29,66,Female,33093.00,67473.00,140270.00,780,1
683,61,66,Male,25031.00,51039.00,0.00,704,5
903,25,67,Male,29231.00,59599.00,79126.00,717,5
559,56,59,Male,17394.00,35468.00,53185.00,490,2
1338,33,67,Male,23060.00,47023.00,0.00,765,2
75,80,66,Female,18528.00,22326.00,1620.00,564,4
861,22,67,Female,20147.00,41080.00,106545.00,793,1
100,56,66,Male,24005.00,48944.00,79960.00,813,7
1140,44,65,Male,27149.00,55351.00,152645.00,703,6
531,18,68,Male,14470.00,29497.00,66044.00,722,3
279,25,64,Female,34122.00,69572.00,137845.00,753,2
362,37,59,Male,23889.00,48710.00,59824.00,792,3
1458,32,66,Male,17536.00,35755.00,61748.00,708,4
976,67,69,Female,30736.00,62669.00,70317.00,760,5
71,39,69,Male,16087.00,32801.00,44496.00,701,2
375,50,66,Female,18444.00,37617.00,57746.00,695,3
403,33,72,Male,17898.00,36496.00,119670.00,759,1
983,77,67,Male,20447.00,47993.00,3080.00,827,5
435,71,66,Female,15881.00,23350.00,19515.00,679,2
542,52,65,Female,14465.00,29496.00,49681.00,704,5
1090,59,66,Female,21005.00,42825.00,105122.00,850,5
60,47,64,Female,16703.00,34057.00,59247.00,655,4
287,42,73,Female,21178.00,43181.00,57199.00,710,3
1857,32,66,Male,47698.00,97248.00,197100.00,775,5
1291,43,64,Male,17101.00,34869.00,53381.00,699,2
408,58,62,Female,15371.00,31343.00,49537.00,741,3
173,63,62,Female,16665.00,30399.00,19404.00,668,4
1787,52,66,Female,28583.00,58278.00,51539.00,689,6
1800,62,55,Male,14038.00,9445.00,14856.00,641,2
438,32,66,Female,16691.00,34034.00,55846.00,633,2
1988,59,67,Male,53676.00,109440.00,180865.00,737,5
1143,20,61,Female,30587.00,62365.00,137710.00,606,1
1250,85,67,Female,15262.00,38499.00,1493.00,746,5
1767,21,65,Female,23355.00,47622.00,87054.00,709,2
1072,48,62,Female,19627.00,40017.00,75377.00,648,1
1841,28,71,Female,19805.00,40381.00,63008.00,730,3
1202,63,65,Female,0.00,4.00,0.00,691,3
235,32,67,Female,23874.00,48676.00,110589.00,721,4
1766,62,66,Male,9995.00,20377.00,12092.00,789,4
1702,53,68,Female,19851.00,40470.00,87086.00,691,5
1142,52,62,Male,38878.00,79272.00,107029.00,716,3
1653,42,63,Male,29261.00,59663.00,89579.00,681,1
1982,30,71,Male,34043.00,69412.00,64273.00,699,2
1423,23,55,Female,11204.00,22844.00,37625.00,689,1
48,69,63,Male,20993.00,16542.00,36831.00,733,3
1582,23,71,Female,29174.00,59479.00,69645.00,688,1
656,61,64,Female,25814.00,52633.00,137109.00,704,1
500,21,67,Female,15286.00,31167.00,29342.00,749,3
1862,25,65,Female,18568.00,37864.00,57052.00,686,1
1850,18,61,Female,16183.00,32998.00,45196.00,736,1
1808,31,69,Female,17329.00,35331.00,55566.00,697,4
277,46,68,Male,15568.00,31739.00,81905.00,799,5
1716,18,65,Female,12583.00,25654.00,55761.00,746,1
516,35,66,Male,16942.00,34542.00,35474.00,697,4
620,26,61,Male,16397.00,33437.00,56690.00,588,1
159,53,69,Male,13799.00,28134.00,20231.00,707,3
478,54,71,Male,35710.00,72807.00,0.00,803,3
772,62,65,Female,22599.00,46075.00,139335.00,741,3
1537,35,69,Female,17760.00,36213.00,48364.00,637,1
1429,62,66,Female,16459.00,33556.00,10619.00,799,4
1228,54,61,Male,23287.00,47482.00,59590.00,726,5
991,52,60,Male,18110.00,36927.00,54145.00,554,1
1249,18,65,Female,19681.00,40131.00,48468.00,721,1
1242,52,69,Female,14963.00,30509.00,56953.00,641,2
1759,87,69,Female,22270.00,33279.00,1642.00,778,6
1058,61,67,Male,17261.00,35196.00,51751.00,684,4
1730,52,65,Female,21642.00,44128.00,148684.00,739,3
1632,20,70,Female,22214.00,45292.00,88917.00,660,4
1224,42,66,Male,26224.00,53464.00,20683.00,751,4
1940,40,65,Female,13177.00,26865.00,19529.00,826,5
1132,18,69,Female,20392.00,41579.00,50190.00,694,2
895,46,70,Female,15515.00,31632.00,76538.00,832,3
1556,30,67,Female,23679.00,48277.00,110153.00,740,4
1025,19,62,Male,16393.00,33426.00,51699.00,664,4
1972,73,68,Female,9389.00,13089.00,10928.00,772,4
86,24,65,Male,11384.00,23212.00,25138.00,799,3
344,18,63,Male,24074.00,49084.00,106863.00,577,3
1189,63,68,Female,15490.00,31582.00,23359.00,693,4
921,74,66,Male,26072.00,54013.00,3628.00,779,8
393,41,64,Male,15884.00,32387.00,65171.00,765,1
1254,61,65,Female,16978.00,34619.00,13326.00,747,5
212,52,67,Male,13799.00,28137.00,88482.00,797,6
1262,56,68,Female,13723.00,27981.00,62926.00,717,3
122,65,66,Female,19237.00,39221.00,45409.00,786,4
1118,25,70,Female,40761.00,83104.00,222502.00,714,5
974,59,65,Male,23966.00,48867.00,92873.00,644,2
1274,49,61,Female,24260.00,49464.00,123198.00,705,6
1453,37,73,Female,17716.00,36122.00,51593.00,641,2
337,20,74,Male,22701.00,46284.00,46220.00,850,1
1023,49,69,Female,23879.00,48688.00,81995.00,679,1
1903,50,68,Female,35031.00,71427.00,115702.00,709,3
604,60,65,Male,34744.00,70840.00,52578.00,736,4
1637,32,66,Female,26878.00,54804.00,172493.00,687,2
1470,88,57,Male,13088.00,22371.00,994.00,700,4
1856,51,65,Male,18376.00,37467.00,50461.00,784,4
907,32,71,Male,30650.00,62492.00,18680.00,686,3
1923,42,67,Male,17222.00,35119.00,57463.00,850,3
674,63,66,Female,13805.00,28147.00,25987.00,756,7
1665,19,62,Male,31677.00,64585.00,121851.00,665,1
548,33,69,Male,14709.00,29996.00,44313.00,809,4
209,61,67,Female,14322.00,29206.00,25966.00,716,6
730,51,69,Male,41663.00,84944.00,57746.00,713,3
670,21,71,Female,11773.00,24006.00,57226.00,801,2
627,50,62,Male,22401.00,45674.00,83331.00,717,1
924,48,75,Female,19810.00,40392.00,52417.00,645,1
894,41,68,Female,19781.00,40334.00,65793.00,597,3
1633,36,65,Male,21053.00,42927.00,132343.00,687,4
1593,24,69,Male,18208.00,37122.00,58984.00,753,4
720,36,65,Female,9710.00,19800.00,40038.00,682,3
264,49,67,Male,21728.00,44303.00,53407.00,696,1
827,61,71,Female,15194.00,30984.00,39222.00,616,4
414,45,66,Female,55362.00,112875.00,44432.00,709,2
1439,28,65,Female,14406.00,29371.00,32300.00,715,2
843,35,64,Male,13891.00,28325.00,38658.00,822,6
1008,52,69,Female,22296.00,45462.00,68494.00,657,5
1834,32,66,Female,17444.00,35565.00,54634.00,681,3
1126,18,64,Male,20570.00,41940.00,82593.00,710,1
881,61,70,Female,28663.00,58433.00,48231.00,696,4
679,57,69,Male,16809.00,34272.00,39514.00,765,4
1333,18,69,Male,34974.00,71312.00,200793.00,741,4
398,49,69,Female,18344.00,37401.00,76201.00,737,4
151,18,65,Female,27916.00,56921.00,115330.00,823,1
106,52,60,Male,14691.00,29957.00,60321.00,624,5
1784,51,68,Male,21680.00,44206.00,62813.00,690,1
1924,47,57,Male,18730.00,38190.00,81968.00,652,1
671,37,66,Female,16689.00,34032.00,68762.00,769,2
1472,43,69,Male,17751.00,36189.00,16988.00,694,3
855,51,65,Male,11061.00,22557.00,63019.00,699,5
981,44,68,Male,27544.00,56163.00,104767.00,671,1
1030,44,71,Male,22050.00,44963.00,90682.00,705,4
384,20,68,Male,19200.00,39144.00,55347.00,702,1
80,82,67,Female,15090.00,21815.00,1597.00,498,5
1331,49,70,Female,24044.00,49026.00,83385.00,718,1
205,38,68,Male,19560.00,39882.00,77817.00,809,4
1048,59,63,Female,26422.00,53878.00,78143.00,779,4
1801,18,64,Female,15520.00,31644.00,70064.00,480,1
1490,30,69,Female,20522.00,41839.00,46226.00,761,4
818,54,66,Female,15318.00,31240.00,26005.00,770,5
1463,80,69,Female,14515.00,9766.00,66.00,732,4
1835,25,65,Female,16519.00,33682.00,42690.00,793,1
952,29,66,Male,62177.00,126775.00,28869.00,685,2
616,45,72,Female,17076.00,34817.00,63313.00,586,1
638,65,65,Female,25102.00,16889.00,38489.00,679,5
1366,25,63,Female,19617.00,40000.00,127951.00,767,3
443,31,71,Male,20592.00,41986.00,134162.00,697,1
336,23,65,Male,21642.00,44128.00,0.00,760,1
611,23,65,Male,28799.00,58721.00,135065.00,758,1
973,55,68,Male,12285.00,25051.00,19465.00,734,4
632,20,67,Female,14242.00,29040.00,36331.00,703,1
1918,45,67,Male,20782.00,42379.00,64124.00,550,1
1827,59,67,Male,22727.00,46341.00,78610.00,686,6
70,20,64,Male,31040.00,63292.00,145756.00,635,1
672,37,68,Male,11755.00,23967.00,3880.00,722,4
1461,41,72,Female,23559.00,48038.00,83238.00,704,6
510,27,65,Male,22549.00,45973.00,0.00,777,2
256,75,65,Male,19485.00,22850.00,17453.00,714,6
1410,22,63,Female,21017.00,42856.00,67954.00,571,1
574,22,66,Male,17478.00,35635.00,16372.00,713,4
1837,66,66,Female,11649.00,24947.00,1767.00,766,4
1974,74,57,Female,18058.00,31792.00,28723.00,647,3
30,23,59,Female,19119.00,38983.00,96098.00,577,1
1270,31,67,Female,35861.00,73117.00,73557.00,685,2
1815,59,66,Female,30403.00,61991.00,2151.00,758,4
805,19,65,Female,15790.00,32192.00,24074.00,686,2
464,36,64,Male,33078.00,67444.00,93513.00,850,1
1042,22,67,Female,22485.00,45846.00,103277.00,766,1
1579,81,70,Female,18881.00,28594.00,1821.00,728,5
830,29,71,Female,32943.00,67166.00,123932.00,688,2
465,47,72,Male,20581.00,41965.00,55700.00,724,2
1954,47,68,Female,23740.00,48406.00,80441.00,683,3
959,35,67,Female,50208.00,102369.00,189558.00,738,2
1049,66,67,Female,17893.00,36481.00,81550.00,850,6
1925,25,63,Male,29872.00,60910.00,110864.00,679,2
1088,49,65,Female,17158.00,34982.00,134631.00,765,3
14,79,57,Female,21314.00,32232.00,21134.00,652,5
162,37,69,Male,32423.00,66111.00,98102.00,771,5
1692,81,59,Female,74205.00,162709.00,5642.00,542,3
380,46,70,Male,18568.00,37857.00,57727.00,800,2
141,70,66,Male,17356.00,23082.00,23406.00,638,5
1348,83,64,Male,0.00,2.00,0.00,667,6
1256,37,68,Male,27589.00,56248.00,149587.00,728,4
1690,18,67,Female,15832.00,32281.00,80882.00,630,2
169,85,71,Male,14224.00,30451.00,93.00,686,4
1955,85,62,Female,16248.00,28134.00,2081.00,674,2
1807,47,65,Female,25537.00,52065.00,98613.00,828,5
102,32,67,Female,16289.00,33212.00,59638.00,649,1
257,52,65,Male,15239.00,31070.00,86747.00,708,4
911,18,68,Male,14500.00,29562.00,31509.00,757,1
987,52,67,Male,30179.00,61532.00,26832.00,683,4
101,18,62,Female,15095.00,30778.00,73680.00,681,1
1141,66,57,Male,15838.00,27266.00,19798.00,777,5
1682,57,69,Male,23910.00,48750.00,117616.00,716,5
481,18,67,Male,40694.00,82972.00,173295.00,653,1
978,21,62,Female,27603.00,56280.00,81803.00,760,1
1550,18,67,Male,24564.00,50086.00,51164.00,776,3
1162,22,69,Female,19076.00,38892.00,50150.00,705,2
172,47,66,Female,22153.00,45164.00,0.00,730,3
892,38,66,Female,25205.00,51391.00,94145.00,656,1
315,54,69,Male,20783.00,42379.00,136748.00,692,3
1739,49,62,Male,16673.00,33995.00,46102.00,531,1
836,18,65,Male,15775.00,32165.00,25778.00,689,1
39,54,67,Female,30281.00,61740.00,126015.00,583,2
155,86,69,Female,14383.00,9678.00,812.00,688,6
1305,46,73,Female,19115.00,38971.00,0.00,784,3
1504,85,71,Male,12187.00,12826.00,1550.00,734,5
1105,77,60,Male,14275.00,22104.00,20031.00,670,3
1761,23,71,Female,27548.00,56168.00,186534.00,703,3
215,18,65,Male,22223.00,45313.00,21488.00,716,2
948,53,65,Female,18205.00,37119.00,55010.00,718,5
862,25,67,Female,21032.00,42883.00,65917.00,807,3
1514,53,58,Female,18110.00,36925.00,89762.00,721,5
1698,32,64,Male,33338.00,67976.00,105337.00,747,3
1316,27,65,Female,16314.00,33266.00,0.00,693,5
1831,25,60,Female,19382.00,39520.00,61310.00,595,2
889,27,65,Male,25773.00,52550.00,140825.00,710,1
526,51,62,Female,31625.00,64481.00,114394.00,627,5
231,55,67,Female,17789.00,36270.00,73779.00,769,5
910,31,57,Male,37677.00,76820.00,159137.00,819,2
876,65,62,Male,22638.00,49817.00,26928.00,600,2
1509,67,71,Female,23096.00,47087.00,92489.00,820,5
1422,66,66,Female,18340.00,36052.00,6602.00,767,4
1400,29,71,Male,12474.00,25434.00,0.00,698,2
492,41,70,Male,18857.00,38450.00,51430.00,850,1
1516,38,67,Male,33758.00,68827.00,35669.00,755,2
1649,64,63,Male,0.00,399.00,323.00,729,3
1573,71,56,Male,12992.00,17775.00,11520.00,746,1
583,64,67,Male,14200.00,28954.00,41461.00,636,2
1811,83,67,Male,76725.00,82009.00,6229.00,764,8
1054,50,69,Male,22599.00,46077.00,135862.00,639,3
1678,36,65,Male,28557.00,58225.00,101148.00,685,3
333,20,64,Female,23298.00,47504.00,65156.00,706,1
1412,58,67,Female,26567.00,54166.00,0.00,707,5
177,54,66,Female,28570.00,58248.00,107130.00,728,4
390,30,70,Male,45143.00,92046.00,6658.00,681,2
1577,53,66,Male,19983.00,40745.00,18371.00,718,4
1609,71,68,Female,35563.00,87659.00,0.00,779,4
1762,29,64,Male,31184.00,63583.00,200435.00,635,1
917,58,66,Male,20059.00,40900.00,64420.00,678,3
1717,67,67,Female,17665.00,43070.00,14135.00,726,4
1355,54,67,Male,11703.00,23863.00,83430.00,536,2
1668,92,67,Male,26541.00,56099.00,933.00,751,6
1293,32,65,Female,24217.00,49374.00,108192.00,706,2
1597,20,66,Male,35188.00,71750.00,117124.00,697,3
202,20,66,Female,31920.00,65082.00,88347.00,850,1
493,18,65,Male,14245.00,29047.00,36835.00,786,1
361,43,68,Male,19153.00,39052.00,65861.00,804,4
1659,94,65,Female,28147.00,40787.00,1574.00,782,6
289,22,64,Female,11219.00,22876.00,36157.00,685,2
737,61,60,Female,18961.00,30359.00,16552.00,758,2
1733,47,66,Female,12814.00,26130.00,54290.00,498,1
278,59,66,Male,95039.00,193768.00,150896.00,686,5
618,32,67,Male,13632.00,27795.00,72318.00,701,4
753,53,66,Female,15540.00,31688.00,66776.00,605,3
489,36,66,Male,18024.00,36753.00,33657.00,684,4
90,63,62,Male,19018.00,12796.00,22192.00,644,3
1264,32,65,Female,15077.00,30737.00,35858.00,815,2
18,30,62,Male,31555.00,64340.00,94513.00,637,1
376,50,74,Female,28433.00,57975.00,34570.00,773,4
579,30,67,Male,19382.00,39520.00,53896.00,772,1
218,59,68,Female,16770.00,34190.00,39242.00,810,7
1320,28,64,Female,13002.00,26513.00,32620.00,604,1
42,78,66,Female,12672.00,8526.00,3723.00,684,3
1170,40,63,Female,20041.00,40867.00,50449.00,694,2
1531,34,62,Male,14514.00,29594.00,47766.00,792,1
1275,35,65,Female,11395.00,23238.00,31661.00,611,2
26,49,68,Female,20142.00,41071.00,124139.00,685,1
1937,65,62,Female,25350.00,17056.00,29112.00,667,5
1177,36,66,Female,31719.00,64672.00,56485.00,695,4
1032,62,60,Female,17301.00,26975.00,17212.00,673,2
397,30,65,Female,10016.00,20424.00,14743.00,770,3
566,60,67,Female,22680.00,46244.00,108449.00,814,5
1581,38,65,Female,21744.00,44334.00,55173.00,684,5
1332,63,68,Male,35269.00,71909.00,44190.00,712,3
1648,66,69,Female,91180.00,185909.00,461854.00,621,5
17,76,65,Male,17850.00,21867.00,21103.00,759,2
349,40,61,Female,21201.00,43229.00,96831.00,685,2
1200,64,64,Male,15401.00,24420.00,14460.00,685,1
228,54,66,Female,15524.00,31655.00,46405.00,623,1
484,84,64,Female,41665.00,66745.00,682.00,718,3
1099,22,65,Male,20214.00,41214.00,130538.00,763,1
1480,49,64,Male,24403.00,49756.00,70744.00,705,1
1449,66,63,Male,15334.00,28104.00,12054.00,751,3
1417,54,68,Female,25838.00,52680.00,87082.00,835,5
267,61,66,Female,13602.00,27733.00,21785.00,765,3
373,61,63,Male,10493.00,21397.00,54771.00,812,4
1772,47,70,Male,24603.00,50163.00,97188.00,761,4
1418,25,69,Female,13210.00,26939.00,69587.00,752,1
1774,52,69,Male,20662.00,42129.00,101742.00,758,4
964,48,66,Female,22278.00,45422.00,83940.00,689,4
72,37,66,Male,20305.00,41401.00,71180.00,580,1
6,19,63,Female,27394.00,55854.00,111042.00,782,1
1527,66,67,Female,24779.00,50523.00,98763.00,578,1
1433,73,67,Male,25381.00,48060.00,17440.00,581,3
1785,40,64,Male,12684.00,25861.00,42050.00,607,3
1476,29,66,Female,21916.00,44688.00,88092.00,716,3
455,41,69,Female,24412.00,49776.00,17352.00,684,3
1553,21,62,Male,42201.00,86042.00,165447.00,701,2
532,27,65,Male,23778.00,48484.00,63561.00,775,4
1092,54,62,Male,23450.00,47814.00,92020.00,720,2
1819,20,69,Female,17440.00,35559.00,59164.00,672,2
528,38,65,Male,19853.00,40478.00,76392.00,718,3
328,45,67,Male,17817.00,36323.00,65525.00,700,3
1282,34,66,Female,20231.00,41249.00,42268.00,695,2
783,62,61,Male,15966.00,29769.00,14542.00,693,3
1325,23,66,Female,150583.00,307018.00,516263.00,745,2
687,20,66,Male,17783.00,36264.00,99582.00,725,1
1693,36,69,Female,36300.00,74016.00,85204.00,702,2
1542,46,69,Female,27250.00,55565.00,34039.00,731,2
36,31,63,Male,24640.00,50242.00,84457.00,722,2
360,43,67,Male,22697.00,46278.00,51243.00,791,4
555,31,63,Male,21444.00,43724.00,53853.00,514,1
136,18,66,Female,31636.00,64504.00,69041.00,695,3
603,42,67,Female,21884.00,44624.00,102882.00,611,1
1794,49,58,Male,36852.00,75137.00,175263.00,631,1
329,70,65,Male,21191.00,36724.00,16437.00,701,4
1181,61,66,Male,25299.00,51581.00,35134.00,810,5
598,47,63,Male,21159.00,43144.00,54157.00,628,3
990,91,67,Female,16474.00,27150.00,2007.00,737,1
1777,47,67,Male,30622.00,62432.00,95799.00,741,5
998,18,67,Male,13739.00,28006.00,19518.00,703,2
1872,62,65,Male,33093.00,67470.00,93795.00,804,6
1743,18,75,Female,25658.00,52315.00,109513.00,774,4
1000,20,73,Female,26693.00,54424.00,92199.00,687,1
1708,22,66,Male,22195.00,45254.00,75758.00,850,2
799,34,68,Female,15461.00,31525.00,57818.00,686,2
144,44,67,Female,15857.00,32330.00,97190.00,835,4
781,30,74,Male,16670.00,33993.00,45149.00,602,4
1572,40,70,Female,9284.00,18935.00,43928.00,658,3
793,73,60,Female,21084.00,42593.00,16083.00,703,2
1681,21,72,Male,31909.00,65058.00,157708.00,746,1
1179,50,71,Female,24312.00,49570.00,43645.00,752,5
114,47,65,Female,16892.00,34441.00,907.00,725,4
271,30,65,Female,20649.00,42101.00,70460.00,685,1
1107,71,69,Female,18323.00,40516.00,6908.00,698,5
517,33,71,Male,11773.00,24009.00,19085.00,811,4
624,33,66,Male,18431.00,37579.00,59201.00,710,2
1215,53,68,Female,20673.00,42152.00,55576.00,751,1
1992,63,72,Female,11636.00,23725.00,47647.00,710,5
968,21,69,Female,14456.00,29475.00,48741.00,722,1
19,82,68,Female,23071.00,34903.00,1336.00,630,1
1605,39,67,Male,19293.00,39336.00,43747.00,690,3
463,32,74,Female,19744.00,40256.00,0.00,719,2
1365,18,65,Male,26752.00,54547.00,92901.00,751,1
809,54,66,Female,41979.00,85596.00,159101.00,618,1
590,37,66,Male,17198.00,35060.00,39104.00,724,2
1904,69,70,Male,15195.00,30983.00,10019.00,757,5
545,55,67,Male,22416.00,45707.00,113194.00,715,3
789,43,60,Female,24417.00,49788.00,83932.00,690,3
742,69,67,Female,24016.00,50753.00,20226.00,698,4
612,88,67,Female,18959.00,16296.00,667.00,838,7
536,21,62,Male,15242.00,31077.00,89659.00,789,5
523,27,65,Female,18877.00,38487.00,28032.00,773,4
928,59,66,Female,15862.00,32347.00,82667.00,784,7
1642,37,66,Female,19848.00,40470.00,41938.00,731,5
495,49,63,Male,18649.00,38028.00,79101.00,831,4
166,83,64,Female,17634.00,25567.00,1001.00,665,3
1277,33,65,Male,25429.00,51848.00,86951.00,692,1
718,48,63,Male,14263.00,29081.00,56301.00,655,3
1962,34,68,Male,45307.00,92375.00,156949.00,712,5
133,31,65,Female,30747.00,62692.00,50290.00,698,2
682,58,62,Male,17276.00,35229.00,60945.00,724,2
795,40,58,Female,37234.00,75918.00,94579.00,759,2
1849,39,66,Female,20345.00,41483.00,64098.00,721,2
1732,50,60,Female,26391.00,53810.00,78986.00,637,1
167,26,72,Female,18657.00,38036.00,0.00,743,3
1496,20,65,Male,23909.00,48747.00,171249.00,713,3
853,29,67,Female,36817.00,75070.00,161525.00,723,1
237,42,72,Male,28733.00,58584.00,99235.00,563,2
769,53,66,Female,19604.00,39974.00,77967.00,644,2
2,48,64,Male,13461.00,27447.00,80850.00,673,5
313,32,68,Female,16453.00,33548.00,31183.00,693,2
1624,23,74,Male,20697.00,42200.00,28557.00,769,2
958,18,65,Female,16413.00,33459.00,37753.00,705,3
989,78,66,Male,46175.00,113514.00,16524.00,727,8
1562,38,65,Female,12517.00,25524.00,69401.00,759,3
1983,50,67,Male,69236.00,141161.00,0.00,773,3
1091,32,66,Female,26431.00,53890.00,252106.00,656,4
759,60,65,Male,36563.00,74550.00,37427.00,687,4
779,81,69,Female,20874.00,32669.00,1433.00,755,5
105,54,68,Male,18432.00,37579.00,0.00,742,5
1618,53,66,Male,34646.00,70634.00,155651.00,682,4
1168,51,68,Male,53790.00,109673.00,242379.00,505,1
1237,46,66,Female,15770.00,32150.00,47179.00,717,6
699,42,68,Male,22308.00,45475.00,68358.00,698,3
646,38,65,Female,21402.00,43634.00,73037.00,786,3
499,23,66,Male,18525.00,37769.00,1412.00,742,2
1403,74,61,Male,25937.00,24545.00,22488.00,753,2
631,83,65,Female,17070.00,33811.00,2206.00,682,7
1070,61,65,Male,25275.00,51528.00,58509.00,745,6
291,64,66,Female,19818.00,40407.00,62695.00,793,3
738,57,67,Female,31377.00,63974.00,131731.00,707,4
142,59,68,Female,25399.00,51788.00,77642.00,675,2
1375,23,70,Female,35114.00,71590.00,60635.00,717,2
459,65,70,Male,12387.00,25257.00,83995.00,734,6
281,24,65,Male,18907.00,38549.00,35691.00,684,2
498,20,61,Male,22844.00,46580.00,91081.00,660,2
55,61,68,Female,21869.00,44583.00,85531.00,717,5
1370,62,66,Female,25949.00,52908.00,109229.00,709,4
897,30,64,Female,13238.00,26996.00,33332.00,501,2
262,18,60,Male,16005.00,32635.00,47930.00,734,3
1781,29,53,Male,17681.00,36050.00,45559.00,708,3
457,34,65,Female,17817.00,36324.00,56689.00,705,4
160,44,68,Male,18622.00,37965.00,69614.00,796,3
1655,57,63,Male,17094.00,34856.00,127313.00,830,3
984,63,66,Female,16150.00,32928.00,80794.00,850,5
1329,24,68,Female,13739.00,28011.00,20196.00,720,4
1535,59,64,Male,16336.00,33311.00,65822.00,590,2
1220,22,62,Female,17093.00,34852.00,53830.00,641,1
833,21,65,Female,21827.00,44501.00,37251.00,683,2
295,53,69,Male,14739.00,30054.00,60128.00,681,1
1434,62,67,Male,20055.00,40891.00,61245.00,717,4
208,37,66,Female,33226.00,67747.00,76650.00,804,3
1909,56,66,Male,13002.00,26510.00,53023.00,696,4
1356,84,70,Male,19196.00,26676.00,1370.00,733,5
265,44,70,Female,22314.00,45497.00,101549.00,713,3
1947,87,66,Male,14060.00,27971.00,1265.00,765,4
1089,31,75,Female,25258.00,51501.00,140481.00,729,3
1790,21,69,Male,55814.00,113797.00,169684.00,660,1
1999,19,69,Male,16744.00,34134.00,0.00,683,2
614,84,66,Female,20570.00,16430.00,2873.00,779,7
814,72,65,Male,15318.00,16302.00,14408.00,748,4
175,33,63,Female,26528.00,54091.00,165960.00,675,1
305,51,65,Male,14415.00,29388.00,21221.00,755,3
1225,54,70,Male,30819.00,62837.00,86171.00,850,3
1405,45,71,Male,23910.00,48755.00,37315.00,777,8
1478,39,66,Female,21829.00,44506.00,57994.00,849,3
1920,64,66,Male,15325.00,31244.00,51924.00,713,4
241,58,67,Female,15009.00,30605.00,16549.00,737,5
331,34,68,Male,14669.00,29907.00,16764.00,732,2
8,21,69,Male,18881.00,38497.00,33413.00,699,2
1354,34,59,Male,16349.00,33336.00,48213.00,692,3
1258,79,65,Female,19851.00,15470.00,15349.00,789,7
919,54,62,Female,33295.00,67890.00,112564.00,698,2
1447,33,60,Male,33714.00,68741.00,203172.00,610,1
902,31,64,Male,22081.00,45025.00,62719.00,635,1
1318,18,65,Female,22397.00,45664.00,0.00,778,4
1545,20,63,Male,15144.00,30882.00,60484.00,807,3
1001,20,62,Male,17795.00,36283.00,60989.00,716,1
1315,57,70,Female,15976.00,32576.00,0.00,753,4
323,54,66,Male,13093.00,26696.00,0.00,683,5
625,19,66,Female,23224.00,47350.00,47026.00,680,1
979,59,62,Male,16025.00,32678.00,44434.00,693,3
537,19,71,Female,31600.00,64428.00,122968.00,703,2
1096,59,67,Male,20294.00,41379.00,95988.00,681,2
1347,64,64,Female,23756.00,55418.00,20950.00,590,3
1395,58,65,Male,75378.00,153691.00,197377.00,604,2
1614,40,70,Female,17730.00,36152.00,81345.00,716,1
1212,33,58,Male,19605.00,39975.00,52575.00,810,1
1588,42,69,Male,28553.00,58223.00,128784.00,689,2
121,34,66,Female,22277.00,45419.00,124370.00,721,3
1773,22,70,Male,26420.00,53873.00,76960.00,742,1
1859,68,66,Male,22621.00,38689.00,8942.00,836,5
1339,25,70,Male,31600.00,64429.00,136163.00,773,2
1894,21,70,Female,23347.00,47602.00,89319.00,790,2
